application_id,age,income_annual_inr,employment_type,employment_years,existing_loans,existing_emi_inr,credit_score,loan_amount_inr,loan_purpose,ltv_ratio,dti_ratio,default_flag
APP-0345,35,2400000,contract,3,1,6756,706,250000,vehicle,0.62,0.04,0
APP-0346,26,600000,contract,18,2,8822,680,250000,vehicle,0.61,0.22,0
APP-0347,33,300000,government,7,2,21438,485,2500000,home,0.67,1.66,1
APP-0348,32,840000,contract,7,2,11970,761,500000,personal,0.88,0.23,0
APP-0349,36,1200000,contract,13,1,4457,784,100000,education,0.55,0.05,0
APP-0350,37,1200000,self_employed,7,2,10212,656,5000000,medical,0.92,0.5,1
APP-0351,44,2400000,self_employed,10,0,0,706,250000,medical,0.77,0.01,0
APP-0352,34,420000,government,5,2,23828,758,5000000,personal,0.53,1.82,1
APP-0353,58,1800000,self_employed,11,2,20950,608,5000000,education,0.44,0.41,0
APP-0354,35,1800000,government,6,0,0,725,2500000,medical,0.77,0.13,0
APP-0355,27,1800000,government,9,2,12914,629,1000000,personal,0.87,0.14,0
APP-0356,50,420000,salaried,9,1,12797,682,5000000,medical,0.56,1.51,1
APP-0357,34,1200000,salaried,7,1,6927,674,5000000,personal,0.71,0.47,0
APP-0358,49,300000,contract,15,3,44505,824,100000,medical,0.9,1.81,1
APP-0359,51,300000,government,7,1,6150,800,1000000,home,0.6,0.57,0
APP-0360,55,600000,self_employed,5,1,4202,768,5000000,vehicle,0.94,0.88,0
APP-0361,38,600000,self_employed,18,2,16680,683,500000,vehicle,0.41,0.41,1
APP-0362,49,420000,government,4,2,17468,719,500000,home,0.6,0.61,0
APP-0363,34,420000,contract,9,0,0,690,1000000,home,0.53,0.23,0
APP-0364,43,420000,government,7,2,8134,720,5000000,vehicle,0.94,1.38,1
APP-0365,54,1200000,contract,10,1,10385,718,500000,medical,0.58,0.14,0
APP-0366,22,840000,government,13,3,35328,739,5000000,home,0.78,1.08,1
APP-0367,53,600000,government,4,1,8450,755,1000000,medical,0.52,0.33,0
APP-0368,56,420000,self_employed,3,2,27978,696,2500000,home,0.5,1.37,1
APP-0369,57,1800000,contract,15,3,43611,638,2500000,vehicle,0.47,0.42,1
APP-0370,58,420000,salaried,7,2,27974,581,2500000,personal,0.65,1.37,1
APP-0371,41,2400000,government,4,3,42951,760,2500000,personal,0.85,0.31,0
APP-0372,37,1800000,salaried,15,3,36147,647,250000,vehicle,0.63,0.25,0
APP-0373,42,840000,contract,5,1,4230,708,100000,education,0.74,0.07,0
APP-0374,27,420000,contract,4,3,34062,739,250000,home,0.92,1.03,0
APP-0375,50,2400000,self_employed,12,2,25888,674,250000,personal,0.64,0.14,0
APP-0376,47,600000,contract,9,0,0,638,100000,education,0.72,0.02,0
APP-0377,39,1200000,self_employed,11,1,7131,802,100000,business,0.9,0.08,0
APP-0378,42,600000,contract,4,1,3499,588,500000,personal,0.56,0.15,0
APP-0379,34,1800000,salaried,15,2,20752,684,500000,business,0.69,0.17,0
APP-0380,56,300000,government,1,2,10206,535,1000000,personal,0.86,0.73,1
APP-0381,34,420000,government,13,3,19086,683,500000,personal,0.67,0.66,0
APP-0382,30,600000,self_employed,10,2,23082,640,2500000,business,0.7,0.86,0
APP-0383,52,2400000,self_employed,12,2,7030,634,5000000,education,0.4,0.24,1
APP-0384,29,600000,contract,12,2,12704,646,5000000,medical,0.75,1.05,0
APP-0385,53,420000,contract,2,2,28778,702,500000,business,0.59,0.94,0
APP-0386,36,420000,salaried,6,0,0,713,250000,business,0.65,0.06,0
APP-0387,33,420000,contract,3,1,8554,767,2500000,education,0.81,0.82,0
APP-0388,41,420000,salaried,7,3,30369,672,250000,home,0.46,0.92,0
APP-0389,31,1800000,government,8,2,28012,670,2500000,education,0.45,0.32,0
APP-0390,51,420000,government,8,1,13614,628,5000000,medical,0.92,1.53,1
APP-0391,27,600000,contract,9,0,0,606,100000,vehicle,0.54,0.02,0
APP-0392,24,600000,government,5,1,5131,712,250000,education,0.45,0.14,0
APP-0393,56,300000,salaried,17,0,0,685,100000,home,0.49,0.03,0
APP-0394,53,1800000,salaried,20,0,0,734,2500000,medical,0.53,0.13,0
APP-0395,48,420000,government,11,1,9411,686,100000,vehicle,0.92,0.29,0
APP-0396,38,1200000,salaried,20,0,0,630,100000,medical,0.7,0.01,0
APP-0397,54,1200000,salaried,20,1,8657,725,5000000,personal,0.72,0.49,0
APP-0398,55,1800000,government,20,3,22047,697,2500000,business,0.92,0.28,0
APP-0399,30,1800000,contract,12,0,0,659,250000,personal,0.92,0.01,0
APP-0400,45,1800000,self_employed,5,1,3268,621,5000000,education,0.8,0.29,0
APP-0401,22,2400000,contract,18,0,0,579,500000,vehicle,0.9,0.02,0
APP-0402,58,1200000,government,15,3,36822,670,250000,personal,0.56,0.39,0
APP-0403,33,420000,government,17,1,5301,550,250000,vehicle,0.46,0.21,0
APP-0404,43,1800000,contract,12,3,17361,693,100000,education,0.46,0.12,0
APP-0405,36,420000,contract,3,2,7198,657,1000000,vehicle,0.76,0.43,0
APP-0406,29,1200000,government,10,0,0,742,5000000,personal,0.46,0.4,0
APP-0407,45,1200000,contract,6,2,9206,691,2500000,home,0.75,0.29,0
APP-0408,55,420000,contract,11,3,29577,753,1000000,education,0.86,1.07,0
APP-0409,47,300000,self_employed,15,0,0,652,250000,personal,0.66,0.08,0
APP-0410,49,300000,government,18,2,29632,745,2500000,vehicle,0.56,1.99,1
APP-0411,49,420000,contract,11,2,19736,736,500000,vehicle,0.76,0.68,0
APP-0412,32,840000,government,17,3,16947,748,500000,home,0.95,0.3,0
APP-0413,37,1800000,government,20,2,23896,586,250000,education,0.63,0.17,0
APP-0414,28,1800000,contract,10,3,13692,636,2500000,home,0.56,0.22,0
APP-0415,27,840000,government,4,2,15098,719,2500000,education,0.54,0.5,1
APP-0416,57,300000,self_employed,9,2,12350,762,100000,medical,0.79,0.53,0
APP-0417,53,420000,self_employed,20,1,10427,665,500000,home,0.48,0.41,0
APP-0418,44,600000,government,4,2,17308,775,250000,personal,0.48,0.39,0
APP-0419,42,1800000,salaried,3,2,9112,649,2500000,medical,0.86,0.19,0
APP-0420,51,840000,government,11,2,12394,624,1000000,education,0.7,0.29,0
APP-0421,57,840000,salaried,13,2,18262,835,100000,personal,0.63,0.27,0
APP-0422,25,420000,government,10,0,0,700,250000,home,0.87,0.06,0
APP-0423,53,840000,government,12,2,18504,744,5000000,education,0.62,0.84,0
APP-0424,26,1800000,contract,9,1,9167,539,2500000,personal,0.45,0.19,0
APP-0425,36,2400000,government,9,2,27836,705,5000000,education,0.8,0.34,1
APP-0426,33,1800000,government,16,3,41856,699,500000,education,0.53,0.31,0
APP-0427,54,2400000,salaried,13,3,15225,785,1000000,vehicle,0.95,0.12,0
APP-0428,31,600000,salaried,17,2,13438,665,500000,vehicle,0.68,0.35,0
APP-0429,24,1800000,contract,9,0,0,670,1000000,home,0.49,0.05,0
APP-0430,55,300000,government,14,2,21248,747,2500000,personal,0.41,1.65,1
APP-0431,26,600000,contract,20,2,6108,490,100000,medical,0.82,0.14,0
APP-0432,26,420000,self_employed,7,1,9985,652,2500000,medical,0.52,0.86,0
APP-0433,29,1800000,government,15,3,15396,744,1000000,vehicle,0.78,0.16,0
APP-0434,35,420000,government,12,3,28182,627,100000,home,0.8,0.83,1
APP-0435,58,420000,government,13,1,4725,659,250000,home,0.67,0.19,0
APP-0436,25,600000,salaried,17,1,6611,720,2500000,home,0.63,0.53,0
APP-0437,32,300000,self_employed,20,2,23422,555,1000000,personal,0.57,1.26,1
APP-0438,51,840000,government,8,3,40644,703,2500000,education,0.56,0.87,1
APP-0439,53,300000,government,17,2,16828,659,500000,home,0.42,0.83,1
APP-0440,29,1800000,government,17,1,6463,736,250000,personal,0.66,0.06,0
APP-0441,32,840000,salaried,13,2,6672,805,2500000,business,0.75,0.38,0
APP-0442,44,600000,salaried,14,0,0,546,100000,personal,0.76,0.02,0
APP-0443,22,840000,contract,8,2,19800,686,250000,personal,0.71,0.31,0
APP-0444,28,300000,salaried,20,0,0,735,2500000,personal,0.6,0.8,1
APP-0445,41,1800000,contract,11,1,5122,702,100000,education,0.45,0.04,0
APP-0446,38,420000,contract,8,0,0,544,500000,education,0.58,0.11,0
APP-0447,27,420000,contract,6,2,17044,603,250000,medical,0.83,0.54,0
APP-0448,32,600000,contract,4,1,6639,628,2500000,business,0.53,0.53,1
APP-0449,46,1800000,salaried,18,2,27634,647,500000,business,0.78,0.21,0
APP-0450,38,1200000,self_employed,9,1,5331,631,1000000,medical,0.91,0.13,0
APP-0451,35,840000,government,8,2,13622,678,500000,home,0.41,0.25,0
APP-0452,55,1800000,government,5,3,41124,668,250000,home,0.56,0.29,0
APP-0453,28,600000,contract,18,0,0,664,100000,medical,0.78,0.02,0
APP-0454,37,840000,contract,3,2,12800,655,250000,medical,0.46,0.21,0
APP-0455,23,600000,government,20,1,14111,667,500000,personal,0.74,0.36,0
APP-0456,56,1800000,salaried,11,2,28030,654,5000000,personal,0.81,0.45,0
APP-0457,34,2400000,contract,2,0,0,818,500000,personal,0.83,0.02,0
APP-0458,42,300000,government,7,0,0,740,2500000,personal,0.77,0.8,0
APP-0459,53,600000,self_employed,12,2,22322,807,1000000,medical,0.77,0.61,1
APP-0460,30,600000,salaried,1,3,13518,545,250000,vehicle,0.63,0.31,1
APP-0461,49,300000,salaried,20,3,17688,756,1000000,home,0.62,1.03,1
APP-0462,54,600000,government,2,1,6983,813,1000000,medical,0.51,0.3,0
APP-0463,37,1800000,salaried,12,2,12362,744,1000000,home,0.84,0.14,0
APP-0464,44,840000,self_employed,6,3,14943,722,100000,business,0.79,0.22,0
APP-0465,41,600000,salaried,10,1,12459,735,250000,medical,0.9,0.29,0
APP-0466,50,2400000,salaried,8,1,9088,676,2500000,personal,0.57,0.15,0
APP-0467,40,300000,government,16,2,28064,690,100000,vehicle,0.59,1.15,1
APP-0468,44,420000,salaried,5,3,18699,846,2500000,personal,0.58,1.11,0
APP-0469,53,840000,government,11,3,9369,642,500000,medical,0.75,0.19,0
APP-0470,54,2400000,contract,7,1,7042,746,1000000,home,0.41,0.08,0
APP-0471,55,1800000,self_employed,20,2,16420,652,5000000,vehicle,0.41,0.38,0
APP-0472,40,2400000,contract,20,3,20967,509,250000,business,0.89,0.11,0
APP-0473,38,2400000,self_employed,13,3,31620,695,100000,personal,0.62,0.16,0
APP-0474,47,420000,self_employed,9,3,32766,691,500000,home,0.43,1.05,1
APP-0475,27,300000,contract,11,3,33120,681,2500000,personal,0.45,2.12,1
APP-0476,51,420000,contract,5,2,12842,586,250000,business,0.41,0.42,0
APP-0477,40,1200000,contract,12,0,0,661,5000000,vehicle,0.48,0.4,1
APP-0478,52,2400000,self_employed,7,3,28590,666,1000000,education,0.55,0.18,0
APP-0479,53,840000,contract,17,2,19360,730,1000000,personal,0.76,0.39,0
APP-0480,42,420000,contract,8,2,8818,575,100000,personal,0.74,0.27,1
APP-0481,27,420000,salaried,9,0,0,800,2500000,home,0.56,0.57,0
APP-0482,31,840000,government,12,3,32859,640,500000,medical,0.8,0.53,0
APP-0483,41,300000,contract,17,0,0,675,500000,business,0.59,0.16,0
APP-0484,58,840000,contract,8,0,0,712,500000,home,0.41,0.06,0
APP-0485,30,420000,salaried,8,2,27074,627,1000000,business,0.73,1.0,1
APP-0486,48,420000,self_employed,16,1,13905,674,500000,medical,0.55,0.51,1
APP-0487,55,1800000,government,20,0,0,705,1000000,home,0.78,0.05,0
APP-0488,47,420000,self_employed,18,3,41979,876,2500000,medical,0.7,1.77,1
APP-0489,26,1200000,contract,19,2,29548,717,100000,personal,0.55,0.3,0
APP-0490,38,300000,government,19,0,0,703,5000000,business,0.54,1.6,1
APP-0491,54,600000,government,12,2,28222,787,2500000,business,0.53,0.96,0
APP-0492,52,420000,contract,4,2,12322,732,100000,medical,0.52,0.37,0
APP-0493,33,420000,self_employed,6,1,6967,751,2500000,medical,0.8,0.77,1
APP-0494,50,300000,salaried,17,3,19959,571,5000000,home,0.46,2.4,1
APP-0495,34,1200000,salaried,7,1,9651,702,250000,personal,0.89,0.12,0
APP-0496,29,2400000,government,10,1,4269,510,1000000,vehicle,0.89,0.06,0
APP-0497,42,300000,self_employed,6,0,0,620,2500000,medical,0.4,0.8,0
APP-0498,44,600000,contract,20,3,41577,616,2500000,vehicle,0.57,1.23,1
APP-0499,43,420000,salaried,3,3,20196,728,2500000,vehicle,0.59,1.15,1
APP-0500,41,420000,government,11,0,0,706,100000,personal,0.78,0.02,0
APP-0501,50,420000,contract,20,3,37704,656,1000000,business,0.63,1.31,1
APP-0502,47,2400000,self_employed,14,2,14850,609,2500000,personal,0.61,0.17,0
APP-0503,41,420000,salaried,1,3,28458,621,100000,vehicle,0.48,0.84,1
APP-0504,29,840000,contract,16,2,28370,594,2500000,education,0.88,0.69,1
APP-0505,57,1800000,government,6,0,0,696,500000,vehicle,0.7,0.03,0
APP-0506,37,1800000,contract,3,1,10069,699,1000000,business,0.92,0.12,0
APP-0507,52,1800000,salaried,2,0,0,733,5000000,personal,0.72,0.27,0
APP-0508,45,840000,salaried,19,3,9840,598,100000,vehicle,0.56,0.15,0
APP-0509,22,600000,contract,3,2,16484,599,1000000,personal,0.61,0.49,0
APP-0510,48,300000,contract,14,1,13068,737,100000,vehicle,0.89,0.55,0
APP-0511,36,2400000,contract,19,2,20394,683,1000000,home,0.57,0.14,0
APP-0512,52,600000,contract,12,1,5378,690,1000000,medical,0.62,0.27,0
APP-0513,45,420000,government,5,2,29352,672,500000,education,0.57,0.95,0
APP-0514,48,600000,self_employed,6,3,14859,704,5000000,business,0.89,1.1,1
APP-0515,44,300000,self_employed,6,3,21051,564,100000,personal,0.94,0.87,1
APP-0516,42,840000,government,3,3,27177,694,250000,home,0.81,0.42,0
APP-0517,54,600000,contract,14,1,8805,739,5000000,home,0.61,0.98,0
APP-0518,58,420000,government,17,0,0,782,100000,business,0.93,0.02,0
APP-0519,52,2400000,salaried,15,1,11547,864,500000,personal,0.59,0.08,0
APP-0520,38,1800000,self_employed,4,2,7916,672,2500000,home,0.9,0.19,0
APP-0521,44,1200000,government,11,2,23614,668,500000,home,0.86,0.28,0
APP-0522,40,420000,salaried,19,3,21675,775,100000,education,0.6,0.64,0
APP-0523,45,600000,self_employed,15,3,44649,605,100000,education,0.69,0.91,1
APP-0524,26,1200000,government,19,1,8113,633,100000,personal,0.47,0.09,0
APP-0525,52,420000,government,16,0,0,668,500000,personal,0.44,0.11,0
APP-0526,37,600000,government,11,1,10453,751,5000000,home,0.62,1.01,0
APP-0527,39,1200000,salaried,10,1,11830,589,100000,home,0.76,0.13,0
APP-0528,29,300000,salaried,17,0,0,728,100000,personal,0.6,0.03,0
APP-0529,58,840000,salaried,19,1,14277,463,1000000,vehicle,0.95,0.32,1
APP-0530,31,420000,government,15,3,29631,701,2500000,personal,0.45,1.42,1
APP-0531,25,840000,self_employed,10,2,18550,549,5000000,medical,0.52,0.84,1
APP-0532,36,1800000,salaried,16,3,37875,863,5000000,education,0.78,0.52,0
APP-0533,37,420000,self_employed,12,2,25908,674,500000,business,0.44,0.85,1
APP-0534,39,2400000,contract,19,0,0,594,100000,business,0.41,0.0,0
APP-0535,51,600000,salaried,14,3,30981,734,100000,home,0.7,0.64,1
APP-0536,35,300000,salaried,20,2,8654,720,1000000,personal,0.68,0.67,1
APP-0537,54,1200000,government,12,2,28050,796,500000,vehicle,0.89,0.32,0
APP-0538,46,1200000,contract,5,0,0,735,1000000,education,0.73,0.08,0
APP-0539,31,2400000,salaried,10,3,26970,775,1000000,business,0.53,0.17,0
APP-0540,58,420000,salaried,8,2,29140,776,250000,personal,0.57,0.89,1
APP-0541,33,840000,government,18,3,41856,823,1000000,education,0.45,0.71,0
APP-0542,57,1200000,salaried,12,3,30258,759,2500000,vehicle,0.7,0.5,0
APP-0543,24,2400000,salaried,8,1,6657,659,2500000,personal,0.7,0.13,0
APP-0544,41,1800000,contract,18,1,5730,724,1000000,medical,0.92,0.09,0
APP-0545,35,600000,government,13,3,16362,627,2500000,business,0.73,0.73,1
APP-0546,44,840000,contract,1,3,29949,761,500000,personal,0.58,0.48,0
APP-0547,35,2400000,contract,18,3,40701,587,100000,business,0.81,0.21,0
APP-0548,39,420000,self_employed,14,2,12062,808,100000,education,0.65,0.37,0
APP-0549,34,1800000,self_employed,12,0,0,707,2500000,education,0.55,0.13,0
APP-0550,29,1800000,salaried,8,0,0,662,2500000,personal,0.47,0.13,0
APP-0551,45,1800000,contract,12,2,20354,572,5000000,home,0.66,0.4,0
APP-0552,29,840000,salaried,16,2,13024,621,2500000,vehicle,0.86,0.47,0
APP-0553,48,840000,contract,18,0,0,784,100000,home,0.47,0.01,0
APP-0554,43,2400000,salaried,10,1,9630,789,1000000,medical,0.59,0.09,0
APP-0555,52,1800000,contract,16,0,0,703,1000000,personal,0.55,0.05,0
APP-0556,54,1800000,self_employed,10,0,0,611,5000000,medical,0.61,0.27,0
APP-0557,34,420000,contract,3,2,27232,650,100000,home,0.89,0.8,1
APP-0558,23,420000,government,3,1,7974,811,250000,personal,0.5,0.28,0
APP-0559,49,2400000,self_employed,6,0,0,628,5000000,vehicle,0.56,0.2,0
APP-0560,25,300000,government,20,1,4143,606,250000,vehicle,0.4,0.25,0
APP-0561,31,2400000,salaried,18,2,27658,718,2500000,personal,0.49,0.24,0
APP-0562,39,420000,self_employed,20,2,8742,581,2500000,vehicle,0.9,0.82,1
APP-0563,30,300000,salaried,4,1,8349,668,2500000,vehicle,0.53,1.13,0
APP-0564,54,600000,contract,5,1,5334,687,250000,education,0.62,0.15,0
APP-0565,36,420000,salaried,19,1,14059,704,100000,personal,0.64,0.42,0
APP-0566,24,300000,self_employed,9,3,43095,622,250000,education,0.63,1.8,1
APP-0567,53,600000,contract,8,3,35706,633,100000,personal,0.86,0.73,0
APP-0568,30,2400000,salaried,19,1,4957,782,1000000,personal,0.41,0.06,0
APP-0569,55,840000,salaried,2,2,12046,709,1000000,medical,0.88,0.29,0
APP-0570,38,300000,salaried,9,0,0,793,100000,personal,0.94,0.03,0
APP-0571,25,1800000,government,13,1,7388,861,500000,home,0.59,0.08,0
APP-0572,53,300000,salaried,13,0,0,626,2500000,business,0.55,0.8,0
APP-0573,42,840000,self_employed,2,0,0,724,5000000,vehicle,0.77,0.57,0
APP-0574,48,420000,contract,9,0,0,724,500000,vehicle,0.52,0.11,0
APP-0575,50,1800000,self_employed,11,2,27128,617,5000000,business,0.46,0.45,0
APP-0576,44,840000,self_employed,16,3,14292,834,100000,personal,0.78,0.22,0
APP-0577,40,1200000,salaried,7,2,26586,654,5000000,business,0.43,0.67,1
APP-0578,42,420000,government,1,0,0,718,500000,vehicle,0.42,0.11,0
APP-0579,26,2400000,contract,2,1,12032,508,1000000,education,0.46,0.1,0
APP-0580,52,1200000,self_employed,8,1,5014,660,1000000,home,0.61,0.13,0
APP-0581,27,300000,government,14,0,0,715,250000,vehicle,0.92,0.08,0
APP-0582,43,1200000,contract,4,0,0,748,2500000,vehicle,0.83,0.2,0
APP-0583,28,1800000,salaried,14,1,8636,656,250000,education,0.57,0.07,0
APP-0584,30,1800000,salaried,11,2,10496,603,250000,personal,0.77,0.08,0
APP-0585,51,840000,self_employed,8,0,0,839,100000,business,0.41,0.01,0
APP-0586,27,840000,salaried,4,0,0,758,500000,vehicle,0.41,0.06,0
APP-0587,47,2400000,self_employed,7,1,4711,638,250000,personal,0.54,0.03,0
APP-0588,53,1200000,salaried,7,1,5767,778,2500000,vehicle,0.42,0.26,0
APP-0589,38,2400000,contract,3,1,4574,695,5000000,education,0.74,0.22,0
APP-0590,57,2400000,self_employed,12,0,0,716,5000000,home,0.43,0.2,0
APP-0591,28,1800000,government,17,0,0,719,100000,medical,0.44,0.01,0
APP-0592,55,840000,contract,15,1,8012,721,1000000,education,0.49,0.23,0
APP-0593,57,840000,self_employed,18,2,16078,667,2500000,personal,0.63,0.52,0
APP-0594,44,600000,government,6,1,13778,711,2500000,vehicle,0.69,0.68,0
APP-0595,43,300000,salaried,7,1,3068,644,5000000,business,0.43,1.72,1
APP-0596,40,2400000,government,13,3,39636,685,5000000,vehicle,0.68,0.4,0
APP-0597,42,1800000,self_employed,2,2,8912,652,250000,vehicle,0.93,0.07,0
APP-0598,45,1200000,salaried,19,2,9280,545,100000,vehicle,0.49,0.1,0
APP-0599,50,420000,self_employed,1,3,17301,618,250000,medical,0.88,0.55,1
APP-0600,38,420000,salaried,3,0,0,668,500000,personal,0.79,0.11,0
APP-0601,42,420000,salaried,3,1,7037,781,2500000,business,0.41,0.77,0
APP-0602,58,2400000,salaried,17,0,0,632,5000000,home,0.53,0.2,0
APP-0603,33,600000,self_employed,13,2,11134,513,5000000,business,0.81,1.02,1
APP-0604,57,2400000,government,9,1,5887,581,250000,education,0.48,0.04,0
APP-0605,41,2400000,contract,14,0,0,718,100000,home,0.9,0.0,0
APP-0606,24,600000,contract,18,3,15429,662,250000,vehicle,0.68,0.35,0
APP-0607,42,420000,self_employed,6,2,22504,554,100000,personal,0.78,0.67,0
APP-0608,36,840000,contract,1,0,0,750,2500000,education,0.74,0.29,0
APP-0609,26,1200000,salaried,1,2,26034,608,5000000,home,0.64,0.66,1
APP-0610,48,1200000,self_employed,9,1,6304,799,250000,personal,0.62,0.08,0
APP-0611,51,1200000,salaried,11,1,13387,834,500000,education,0.63,0.17,0
APP-0612,47,420000,salaried,11,3,36633,742,1000000,personal,0.75,1.28,1
APP-0613,51,1200000,self_employed,3,1,14360,637,100000,education,0.84,0.15,0
APP-0614,56,1200000,contract,7,1,13650,817,500000,medical,0.91,0.18,0
APP-0615,58,840000,contract,20,1,10159,720,1000000,vehicle,0.79,0.26,0
APP-0616,49,2400000,self_employed,11,3,11958,792,1000000,business,0.66,0.1,0
APP-0617,37,600000,self_employed,11,1,6979,593,5000000,personal,0.9,0.94,0
APP-0618,46,420000,contract,2,0,0,685,2500000,medical,0.92,0.57,0
APP-0619,45,600000,government,5,2,9688,769,100000,education,0.9,0.21,0
APP-0620,33,300000,contract,19,2,27058,760,500000,business,0.44,1.24,1
APP-0621,54,1200000,self_employed,1,0,0,844,2500000,personal,0.77,0.2,0
APP-0622,57,1200000,government,12,2,25936,656,1000000,home,0.51,0.34,0
APP-0623,43,2400000,contract,15,1,13274,616,100000,home,0.76,0.07,0
APP-0624,41,1200000,salaried,11,2,23906,678,1000000,education,0.84,0.32,0
APP-0625,44,2400000,self_employed,10,1,13681,533,100000,home,0.62,0.07,0
APP-0626,31,420000,contract,2,1,4324,625,2500000,education,0.91,0.69,0
APP-0627,55,600000,contract,8,1,10097,694,250000,vehicle,0.45,0.24,0
APP-0628,54,420000,salaried,18,2,20990,790,1000000,vehicle,0.66,0.83,0
APP-0629,57,1800000,government,10,3,26865,618,250000,business,0.71,0.19,0
APP-0630,31,2400000,self_employed,13,3,22389,678,5000000,medical,0.57,0.31,0
APP-0631,35,2400000,contract,16,3,9516,612,500000,business,0.62,0.07,0
APP-0632,29,840000,government,6,2,24386,753,5000000,home,0.78,0.92,1
APP-0633,35,2400000,government,7,3,24792,690,100000,personal,0.74,0.13,0
APP-0634,57,2400000,contract,1,0,0,471,2500000,medical,0.88,0.1,0
APP-0635,41,2400000,self_employed,1,2,24502,623,100000,personal,0.78,0.13,0
APP-0636,50,2400000,contract,8,1,10825,688,250000,personal,0.46,0.06,0
APP-0637,57,420000,contract,5,2,16596,591,5000000,vehicle,0.46,1.62,1
APP-0638,35,1200000,contract,3,1,14019,629,250000,home,0.94,0.16,0
APP-0639,23,840000,contract,17,2,29730,780,250000,vehicle,0.79,0.45,0
APP-0640,51,600000,government,20,3,18531,685,2500000,education,0.6,0.77,0
APP-0641,28,1200000,self_employed,20,0,0,725,2500000,personal,0.9,0.2,0
APP-0642,56,420000,salaried,5,3,32514,765,250000,business,0.59,0.99,1
APP-0643,31,2400000,self_employed,19,3,27729,667,250000,vehicle,0.79,0.15,0
APP-0644,37,420000,self_employed,1,2,14926,817,250000,home,0.68,0.48,0
APP-0645,42,1800000,salaried,18,3,35571,554,500000,vehicle,0.69,0.26,1
APP-0646,55,1800000,contract,16,1,13361,675,250000,home,0.83,0.1,0
APP-0647,45,600000,contract,20,0,0,781,2500000,medical,0.46,0.4,0
APP-0648,49,840000,contract,3,0,0,720,500000,education,0.9,0.06,0
APP-0649,25,1800000,self_employed,8,0,0,577,1000000,home,0.54,0.05,0
APP-0650,36,600000,contract,4,2,9874,721,500000,vehicle,0.5,0.28,0
APP-0651,29,1200000,self_employed,17,0,0,594,2500000,vehicle,0.91,0.2,0
APP-0652,52,420000,self_employed,8,2,18498,489,500000,education,0.94,0.64,0
APP-0653,45,840000,contract,2,3,29814,672,500000,medical,0.67,0.48,0
APP-0654,36,420000,salaried,8,1,13030,746,5000000,home,0.46,1.52,1
APP-0655,42,300000,government,15,2,16940,586,100000,vehicle,0.7,0.71,0
APP-0656,31,840000,salaried,5,2,23174,737,250000,medical,0.91,0.36,0
APP-0657,47,840000,contract,1,3,9903,531,2500000,medical,0.93,0.43,0
APP-0658,47,300000,contract,18,2,15974,675,250000,business,0.62,0.72,1
APP-0659,46,1200000,salaried,1,0,0,453,500000,medical,0.48,0.04,0
APP-0660,40,600000,government,2,3,18477,775,500000,vehicle,0.7,0.45,0
APP-0661,49,840000,self_employed,8,0,0,612,2500000,vehicle,0.46,0.29,0
APP-0662,52,1200000,salaried,19,1,10387,774,2500000,business,0.69,0.3,0
APP-0663,34,1800000,contract,18,2,28086,636,100000,home,0.55,0.19,0
APP-0664,49,600000,contract,20,0,0,769,250000,education,0.52,0.04,0
APP-0665,35,600000,self_employed,9,0,0,766,5000000,education,0.55,0.8,0
APP-0666,35,1200000,contract,11,1,12115,633,1000000,business,0.42,0.2,0
APP-0667,28,1800000,government,7,0,0,786,1000000,personal,0.9,0.05,0
APP-0668,33,420000,self_employed,11,0,0,769,500000,education,0.47,0.11,0
APP-0669,56,600000,salaried,6,0,0,712,1000000,education,0.75,0.16,0
APP-0670,37,840000,salaried,4,1,12050,635,1000000,personal,0.87,0.29,1
APP-0671,24,1200000,government,4,2,15428,811,100000,personal,0.74,0.16,0
APP-0672,46,420000,salaried,8,0,0,652,5000000,personal,0.48,1.14,1
APP-0673,25,2400000,salaried,13,1,12125,707,250000,personal,0.89,0.07,0
APP-0674,24,1200000,government,17,3,35889,686,2500000,education,0.43,0.56,1
APP-0675,27,420000,contract,8,2,20140,729,250000,education,0.56,0.63,0
APP-0676,34,1200000,salaried,12,0,0,665,2500000,education,0.6,0.2,0
APP-0677,36,420000,self_employed,10,1,12059,538,2500000,vehicle,0.49,0.92,0
APP-0678,45,420000,salaried,14,0,0,726,5000000,home,0.44,1.14,1
APP-0679,22,1800000,government,10,1,13958,560,5000000,medical,0.43,0.36,0
APP-0680,27,2400000,contract,11,2,17808,762,500000,education,0.8,0.11,0
APP-0681,37,1200000,government,12,3,29178,772,500000,business,0.47,0.33,0
APP-0682,23,300000,government,11,0,0,646,1000000,vehicle,0.47,0.32,0
APP-0683,55,840000,government,15,3,15207,641,250000,medical,0.65,0.25,0
APP-0684,23,1200000,salaried,8,3,15612,677,250000,medical,0.52,0.18,0
APP-0685,48,1200000,salaried,20,1,5592,830,1000000,vehicle,0.72,0.14,0
APP-0686,41,600000,contract,20,0,0,628,100000,home,0.42,0.02,0
APP-0687,38,1800000,contract,19,2,7320,582,100000,home,0.87,0.05,0
APP-0688,37,1200000,self_employed,5,2,13518,627,250000,personal,0.64,0.16,0
APP-0689,25,2400000,self_employed,11,1,6142,569,2500000,home,0.75,0.13,0
APP-0690,33,840000,self_employed,15,2,27902,773,2500000,home,0.95,0.68,0
APP-0691,32,840000,contract,19,0,0,900,5000000,education,0.91,0.57,0
